project,date,dx_codeReviewDuration,dx_debuggingTime,dx_successfulDeploymentsRatio,dx_timeToFirstCommit,dx_linesChangedPerHour,dx_averageCommentsPerPR,dx_prIterationRate,tp_buildTime,tp_bundleSize,tp_bundleLoadTime,tp_performanceScore,tp_typeScriptErrorRate,tp_testCoverage,bi_timeToMarket,bi_featureSuccessRate,bi_activeContributors,bi_issueResolutionRate,bi_communityGrowth
tailwindlabs/headlessui,2025-08-31T21:00:00.000Z,40.0315,,0.95,2.5,1.8885127961730137,4.3,0.9,600,7260160,72601.6,92.91,0.16428571428571428,85,1.0595625000000002,0.7894736842105263,11,0.03508771929824561,28.029
tailwindlabs/headlessui,2025-09-30T21:00:00.000Z,562.3750877192983,,0.95,2.5,0.04950807009618977,3.2,1,600,7260160,72601.6,92.91,0.16428571428571428,85,11.803094729344728,0.78,13,0.30864197530864196,28.029
react-bootstrap/react-bootstrap,2025-04-30T21:00:00.000Z,714.2296388888889,1866.9922685185184,0.95,2.5,2.765357095895123,0.9,0.6,600,33489920,334899.2,67.295,0.1891304347826087,85,14.102793311403508,0.4935064935064935,11,0.5,22.607
react-bootstrap/react-bootstrap,2025-05-31T21:00:00.000Z,506.7012222222222,2827.908134920635,0.95,2.5,3.0496604288611016,0.8,0.5,600,33489920,334899.2,67.295,0.1891304347826087,85,12.906947136089578,0.5119047619047619,11,0.625,22.607
react-bootstrap/react-bootstrap,2025-06-30T21:00:00.000Z,426.797237654321,2827.908134920635,0.95,2.5,2.5673132943510013,0.9,0.3,600,33489920,334899.2,67.295,0.1891304347826087,85,12.139312852254427,0.5287356321839081,12,0.6153846153846154,22.607
react-bootstrap/react-bootstrap,2025-07-31T21:00:00.000Z,399.1033333333334,2628.0963715277776,0.95,2.5,0.2118385076850303,0.5,0.2,600,33489920,334899.2,67.295,0.1891304347826087,85,12.083103703703706,0.5376344086021505,14,0.5806451612903226,22.607
react-bootstrap/react-bootstrap,2025-08-31T21:00:00.000Z,461.3088444444445,2999.7572727272723,0.95,2.5,0.2519786936666869,0.4,0.2,600,33489920,334899.2,67.295,0.1891304347826087,85,13.563028476589798,0.5520833333333334,14,0.6666666666666666,22.607
react-bootstrap/react-bootstrap,2025-09-30T21:00:00.000Z,405.9384578544061,3381.6253205128205,0.95,2.5,0.25874484352574534,0.2,0.1,600,33489920,334899.2,67.295,0.1891304347826087,85,12.78630583983106,0.57,14,0.6739130434782609,22.607
Semantic-Org/Semantic-UI-React,2025-04-30T21:00:00.000Z,582.4987422839505,5484.46130952381,0.95,2.5,0.7601351653424464,6.9,0.8,600,210960384,2109603.84,60,0.31875,75,27.78198032407409,0.8080808080808081,29,0.3103448275862069,13.262
Semantic-Org/Semantic-UI-React,2025-05-31T21:00:00.000Z,582.4987422839505,5484.46130952381,0.95,2.5,0.7601351653424464,6.9,0.8,600,210960384,2109603.84,60,0.31875,75,27.78198032407409,0.8080808080808081,29,0.3103448275862069,13.262
Semantic-Org/Semantic-UI-React,2025-06-30T21:00:00.000Z,582.4987422839505,5484.46130952381,0.95,2.5,0.7601351653424464,6.9,0.8,600,210960384,2109603.84,60,0.31875,75,27.78198032407409,0.8080808080808081,29,0.3,13.262
Semantic-Org/Semantic-UI-React,2025-07-31T21:00:00.000Z,582.4987422839505,5484.46130952381,0.95,2.5,0.7601351653424464,6.9,0.8,600,210960384,2109603.84,60,0.31875,75,27.78198032407409,0.8080808080808081,29,0.2903225806451613,13.262
Semantic-Org/Semantic-UI-React,2025-08-31T21:00:00.000Z,582.4987422839505,5484.46130952381,0.95,2.5,0.7601351653424464,6.9,0.8,600,210960384,2109603.84,60,0.31875,75,27.78198032407409,0.8,29,0.2903225806451613,13.262
Semantic-Org/Semantic-UI-React,2025-09-30T21:00:00.000Z,582.4987422839505,5484.46130952381,0.95,2.5,0.7601351653424464,6.9,0.8,600,210960384,2109603.84,60,0.31875,75,27.78198032407409,0.8,29,0.2857142857142857,13.262
palantir/blueprint,2025-04-30T21:00:00.000Z,,,0.95,2.5,,,,600,203512832,2035128.32,60,0.15,85,3.8985216750841745,1,9,0.16666666666666666,21.306
palantir/blueprint,2025-05-31T21:00:00.000Z,,,0.95,2.5,,,,600,203512832,2035128.32,60,0.15,85,3.8985216750841745,1,9,0.14285714285714285,21.306
palantir/blueprint,2025-06-30T21:00:00.000Z,,74.46055555555556,0.95,2.5,,,,600,203512832,2035128.32,60,0.15,85,37.02953949214366,0.7674418604651163,14,0.14285714285714285,21.306
palantir/blueprint,2025-07-31T21:00:00.000Z,283.97366161616156,74.46055555555556,0.95,2.5,1.2469146155164306,2.5,0.7,600,203512832,2035128.32,60,0.15,85,27.980920965608465,0.7205882352941176,22,0.18181818181818182,21.306
palantir/blueprint,2025-08-31T21:00:00.000Z,150.6609,74.46055555555556,0.95,2.5,2.5840812048779744,2.3,0.3,600,203512832,2035128.32,60,0.15,85,22.188078887419163,0.7411764705882353,24,0.21428571428571427,21.306
palantir/blueprint,2025-09-30T21:00:00.000Z,209.0372048611111,74.46055555555556,0.95,2.5,0.4351797090878709,3.4,0.6,600,203512832,2035128.32,60,0.15,85,21.708954365079364,0.7368421052631579,25,0.16666666666666666,21.306
reduxjs/redux,2025-04-30T21:00:00.000Z,24.916770833333338,,0.95,2.5,19.627844365199138,3.8,0.3,600,34868224,348682.24,65.949,0.19166666666666665,95,15.403190921900162,0.7666666666666667,45,0.6206896551724138,61.355
reduxjs/redux,2025-05-31T21:00:00.000Z,24.916770833333338,,0.95,2.5,19.627844365199138,3.8,0.3,600,34868224,348682.24,65.949,0.19166666666666665,95,15.403190921900162,0.7666666666666667,45,0.6333333333333333,61.355
reduxjs/redux,2025-06-30T21:00:00.000Z,24.916770833333338,,0.95,2.5,19.627844365199138,3.8,0.3,600,34868224,348682.24,65.949,0.19166666666666665,95,15.403190921900162,0.7582417582417582,45,0.6451612903225806,61.355
reduxjs/redux,2025-07-31T21:00:00.000Z,22.78871621621622,,0.95,2.5,13.559342135302854,4.1,0.2,600,34868224,348682.24,65.949,0.19166666666666665,95,14.388248873873875,0.7708333333333334,48,0.65625,61.355
reduxjs/redux,2025-08-31T21:00:00.000Z,23.505782163742694,,0.95,2.5,12.79864261344182,4.1,0.2,600,34868224,348682.24,65.949,0.19166666666666665,95,14.22420401234568,0.7653061224489796,49,0.6470588235294118,61.355
reduxjs/redux,2025-09-30T21:00:00.000Z,22.335222222222225,,0.95,2.5,5.379395772496853,3.9,0.1,600,34868224,348682.24,65.949,0.19166666666666665,95,13.85484653078403,0.77,49,0.6666666666666666,61.355
reduxjs/redux-toolkit,2025-04-30T21:00:00.000Z,326.62112962962965,,0.95,2.5,0.9693187956302979,6.7,0.7,600,43172864,431728.64,60,0.226056338028169,85,23.853800213675214,0.9420289855072463,8,0.09523809523809523,11.107
reduxjs/redux-toolkit,2025-05-31T21:00:00.000Z,384.5442270531401,,0.95,2.5,6.369030506093197,5.4,0.6,600,43172864,431728.64,60,0.226056338028169,85,23.491511764332827,0.9358974358974359,9,0.13043478260869565,11.107
reduxjs/redux-toolkit,2025-06-30T21:00:00.000Z,384.5442270531401,,0.95,2.5,6.369030506093197,5.4,0.6,600,43172864,431728.64,60,0.226056338028169,85,23.491511764332827,0.9358974358974359,9,0.13043478260869565,11.107
reduxjs/redux-toolkit,2025-07-31T21:00:00.000Z,379.15212962962966,,0.95,2.5,0.7067426028299497,5.5,0.4,600,43172864,431728.64,60,0.226056338028169,85,23.02473965848966,0.9390243902439024,11,0.16,11.107
reduxjs/redux-toolkit,2025-08-31T21:00:00.000Z,772.7336033950618,10508.229791666667,0.95,2.5,0.05880997570803308,5.2,0.5,600,43172864,431728.64,60,0.226056338028169,85,29.133246662360023,0.9347826086956522,16,0.52,11.107
reduxjs/redux-toolkit,2025-09-30T21:00:00.000Z,650.122235142119,8499.854777777777,0.95,2.5,0.05591077376603854,5.2,0.7,600,43172864,431728.64,60,0.226056338028169,85,27.001732750896046,0.9393939393939394,19,0.5373134328358209,11.107
mobxjs/mobx,2025-04-30T21:00:00.000Z,393.2722222222223,1812.0546888888887,0.95,2.5,0.33924762321829655,4.6,0.5,600,21677056,216770.56,78.831,0.2217391304347826,85,29.968334065869666,0.8586956521739131,35,0.5454545454545454,28.064
mobxjs/mobx,2025-05-31T21:00:00.000Z,393.2722222222223,1812.0546888888887,0.95,2.5,0.33924762321829655,4.6,0.5,600,21677056,216770.56,78.831,0.2217391304347826,85,29.968334065869666,0.8586956521739131,35,0.5294117647058824,28.064
mobxjs/mobx,2025-06-30T21:00:00.000Z,375.3100972222223,1818.083771367521,0.95,2.5,0.28509757875404285,2.9,0.2,600,21677056,216770.56,78.831,0.2217391304347826,85,28.953095018964753,0.8645833333333334,37,0.5277777777777778,28.064
mobxjs/mobx,2025-07-31T21:00:00.000Z,375.3100972222223,1818.083771367521,0.95,2.5,0.28509757875404285,2.9,0.2,600,21677056,216770.56,78.831,0.2217391304347826,85,28.953095018964753,0.8645833333333334,37,0.48717948717948717,28.064
mobxjs/mobx,2025-08-31T21:00:00.000Z,375.3100972222223,1818.083771367521,0.95,2.5,0.28509757875404285,2.9,0.2,600,21677056,216770.56,78.831,0.2217391304347826,85,28.953095018964753,0.8645833333333334,37,0.475,28.064
mobxjs/mobx,2025-09-30T21:00:00.000Z,429.8242613636364,1766.129099616858,0.95,2.5,,,,600,21677056,216770.56,78.831,0.2217391304347826,65,29.489669008088548,0.87,38,0.4888888888888889,28.064
pmndrs/zustand,2025-04-30T21:00:00.000Z,0.0425,,0.95,2.5,188.23529411764704,4,1,600,7804928,78049.28,92.378,0.26249999999999996,95,4.410036265432098,0.625,10,0.8,55.114
pmndrs/zustand,2025-05-31T21:00:00.000Z,0.0425,,0.95,2.5,188.23529411764704,4,1,600,7804928,78049.28,92.378,0.26249999999999996,95,9.697472086056646,0.6938775510204082,18,0.8181818181818182,55.114
pmndrs/zustand,2025-06-30T21:00:00.000Z,100.20736111111111,,0.95,2.5,2.335157790858678,5.875,0.875,600,7804928,78049.28,92.378,0.26249999999999996,95,8.497523148148149,0.7413793103448276,21,0.8333333333333334,55.114
pmndrs/zustand,2025-07-31T21:00:00.000Z,44.772000000000006,,0.95,2.5,1.7555615116590726,4.8,0.2,600,7804928,78049.28,92.378,0.26249999999999996,95,6.714564393939394,0.7236842105263158,26,0.8461538461538461,55.114
pmndrs/zustand,2025-08-31T21:00:00.000Z,54.150349794238686,,0.95,2.5,1.8904840090481196,4,0.3,600,7804928,78049.28,92.378,0.26249999999999996,95,6.337261051373955,0.7209302325581395,29,0.8666666666666667,55.114
pmndrs/zustand,2025-09-30T21:00:00.000Z,52.63778673835126,,0.95,2.5,1.7992716504235255,4.4,0.6,600,7804928,78049.28,92.378,0.26249999999999996,95,6.060326003086419,0.717391304347826,31,0.875,55.114
pmndrs/jotai,2025-04-30T21:00:00.000Z,0.8377777777777777,,0.95,2.5,2709.5490716180375,5,1,600,14820352,148203.52,85.527,0.15,85,3.4388859953703705,0.7272727272727273,11,1,20.585
pmndrs/jotai,2025-05-31T21:00:00.000Z,29.34802777777778,,0.95,2.5,25.00338372160158,7.1,0.5,600,14820352,148203.52,85.527,0.15,85,5.037047856280194,0.7666666666666667,13,1,20.585
pmndrs/jotai,2025-06-30T21:00:00.000Z,27.609974747474748,,0.95,2.5,28.57662881680698,7.1,0.6,600,14820352,148203.52,85.527,0.15,85,4.9389452817178885,0.734375,13,1,20.585
pmndrs/jotai,2025-07-31T21:00:00.000Z,21.691510416666674,,0.95,2.5,24.632332637816727,5.1,0.4,600,14820352,148203.52,85.527,0.15,85,4.49878583511396,0.7323943661971831,16,1,20.585
pmndrs/jotai,2025-08-31T21:00:00.000Z,100.21070987654323,,0.95,2.5,2.769719483052222,6.6,0.4,600,14820352,148203.52,85.527,0.15,85,5.273220715755436,0.7411764705882353,20,1,20.585
pmndrs/jotai,2025-09-30T21:00:00.000Z,116.05820906432743,,0.95,2.5,1.1852038101217488,12.5,0.6,600,14820352,148203.52,85.527,0.15,85,5.449117398648647,0.74,22,1,20.585
pmndrs/valtio,2025-04-30T21:00:00.000Z,12.990416666666667,,0.95,2.5,86.75626262950252,4,0.5,543.5,5565440,55654.4,94.565,0.27,70,1.344544632523148,0.8648648648648649,8,0.8,9.922
pmndrs/valtio,2025-05-31T21:00:00.000Z,179.15416666666667,,0.95,2.5,4.208665720864246,4.666666666666667,0.6666666666666666,543.5,5565440,55654.4,94.565,0.27,70,1.5372403724747472,0.8979591836734694,9,0.8,9.922
pmndrs/valtio,2025-06-30T21:00:00.000Z,149.0517361111111,,0.95,2.5,4.520242551873069,5.5,0.75,543.5,5565440,55654.4,94.565,0.27,70,1.5410658212560384,0.7666666666666667,9,0.8,9.922
pmndrs/valtio,2025-07-31T21:00:00.000Z,67.11781565656567,,0.95,2.5,2.2639971811967157,4.1,0.9,543.5,5565440,55654.4,94.565,0.27,70,1.6808083767361108,0.7619047619047619,9,0.8,9.922
pmndrs/valtio,2025-08-31T21:00:00.000Z,49.189618055555556,,0.95,2.5,3.2641542330875204,5.4,0.7,543.5,5565440,55654.4,94.565,0.27,70,1.5085571509009008,0.7708333333333334,11,0.8,9.922
pmndrs/valtio,2025-09-30T21:00:00.000Z,50.9060725308642,,0.95,2.5,1.5420557135380202,5.1,0.7,543.5,5565440,55654.4,94.565,0.27,70,1.5693100071225063,0.78,11,0.8,9.922
TanStack/query,2025-04-30T21:00:00.000Z,6.374201388888888,,0.95,2.5,1.157007686148047,2.3,0.4,600,95864832,958648.32,60,0.4388888888888889,85,0.35761180063041753,0.94,27,0.75,46.947
TanStack/query,2025-05-31T21:00:00.000Z,52.1115888888889,,0.95,2.5,0.13586229379986492,2.3,0.4,600,95864832,958648.32,60,0.4388888888888889,85,1.3482595486111109,0.9411764705882353,28,0.6,46.947
TanStack/query,2025-06-30T21:00:00.000Z,52.1115888888889,,0.95,2.5,0.13586229379986492,2.3,0.4,600,95864832,958648.32,60,0.4388888888888889,85,1.3482595486111109,0.9411764705882353,28,0.6,46.947
TanStack/query,2025-07-31T21:00:00.000Z,52.1115888888889,,0.95,2.5,0.13586229379986492,2.3,0.4,600,95864832,958648.32,60,0.4388888888888889,85,1.3482595486111109,0.9411764705882353,28,0.5,46.947
TanStack/query,2025-08-31T21:00:00.000Z,52.1115888888889,,0.95,2.5,0.13586229379986492,2.3,0.4,600,95864832,958648.32,60,0.4388888888888889,85,1.3482595486111109,0.9411764705882353,28,0.5,46.947
TanStack/query,2025-09-30T21:00:00.000Z,146.2111842105263,,0.95,2.5,0.040316593247870555,2.5,0.3,600,95864832,958648.32,60,0.4388888888888889,85,4.299093411246612,0.8817204301075269,39,0.36363636363636365,46.947
apollographql/apollo-client,2025-04-30T21:00:00.000Z,,,0.95,2.5,,,,600,99136512,991365.12,60,0.17916666666666667,85,,,,,19.653
apollographql/apollo-client,2025-05-31T21:00:00.000Z,,,0.95,2.5,,,,600,99136512,991365.12,60,0.17916666666666667,85,,,,,19.653
apollographql/apollo-client,2025-06-30T21:00:00.000Z,,,0.95,2.5,,,,600,99136512,991365.12,60,0.17916666666666667,85,,,,,19.653
apollographql/apollo-client,2025-07-31T21:00:00.000Z,,,0.95,2.5,,,,600,99136512,991365.12,60,0.17916666666666667,85,,,,,19.653
apollographql/apollo-client,2025-08-31T21:00:00.000Z,21.68946581196581,,0.95,2.5,0.627741814087149,3.6,0.8,600,99136512,991365.12,60,0.17916666666666667,85,13.946959325396826,0.660377358490566,7,,19.653
apollographql/apollo-client,2025-09-30T21:00:00.000Z,25.821024305555554,18682.396249999998,0.95,2.5,1.8323246762066066,5.5,0.7,600,99136512,991365.12,60,0.17916666666666667,85,9.235434535412606,0.6785714285714286,9,0.9074074074074074,19.653
typeorm/typeorm,2025-04-30T21:00:00.000Z,5252.639444444444,4414.421444444444,0.95,2.5,0.02322641812565979,22,1,600,32224256,322242.56,68.531,0.28125,85,218.85997685185185,0.5,1,0.4782608695652174,35.874
typeorm/typeorm,2025-05-31T21:00:00.000Z,5252.639444444444,4414.421444444444,0.95,2.5,0.02322641812565979,22,1,600,32224256,322242.56,68.531,0.28125,85,114.14085648148148,0.6666666666666666,2,0.44,35.874
typeorm/typeorm,2025-06-30T21:00:00.000Z,6564.340277777777,4414.421444444444,0.95,2.5,0.10008621920837014,20.5,1,600,32224256,322242.56,68.531,0.28125,85,66.60393904320988,0.75,7,0.44,35.874
typeorm/typeorm,2025-07-31T21:00:00.000Z,6564.340277777777,4414.421444444444,0.95,2.5,0.10008621920837014,20.5,1,600,32224256,322242.56,68.531,0.28125,85,73.85660879629633,0.7307692307692307,13,0.44,35.874
typeorm/typeorm,2025-08-31T21:00:00.000Z,6564.340277777777,4414.421444444444,0.95,2.5,0.10008621920837014,20.5,1,600,32224256,322242.56,68.531,0.28125,85,50.75155092592594,0.6888888888888889,23,0.4230769230769231,35.874
typeorm/typeorm,2025-09-30T21:00:00.000Z,2299.5122619047615,46447.38834291187,0.95,2.5,0.3574878171628839,9.5,0.5,600,32224256,322242.56,68.531,0.28125,85,58.58132927148845,0.6309523809523809,33,0.30952380952380953,35.874
evanw/esbuild,2025-04-30T21:00:00.000Z,1039.9945959595962,,0.95,2.5,0.07849691138158109,2,0.4,600,20715520,207155.2,79.77,0.3352941176470588,75,16.13882352941177,0.3953488372093023,25,0.5172413793103449,39.358
evanw/esbuild,2025-05-31T21:00:00.000Z,889.7826282051283,,0.95,2.5,0.10227216975854589,1.2,0.3,600,20715520,207155.2,79.77,0.3352941176470588,75,15.389483346193417,0.4090909090909091,25,0.5172413793103449,39.358
evanw/esbuild,2025-06-30T21:00:00.000Z,889.7826282051283,,0.95,2.5,0.10227216975854589,1.2,0.3,600,20715520,207155.2,79.77,0.3352941176470588,75,15.389483346193417,0.4090909090909091,25,0.5,39.358
evanw/esbuild,2025-07-31T21:00:00.000Z,784.6542647058824,,0.95,2.5,0.09071061458502985,1.2,0.2,600,20715520,207155.2,79.77,0.3352941176470588,75,15.696314525462963,0.43010752688172044,27,0.5,39.358
evanw/esbuild,2025-08-31T21:00:00.000Z,784.6542647058824,,0.95,2.5,0.09071061458502985,1.2,0.2,600,20715520,207155.2,79.77,0.3352941176470588,75,15.696314525462963,0.41237113402061853,27,0.5625,39.358
evanw/esbuild,2025-09-30T21:00:00.000Z,741.5002314814816,,0.95,2.5,0.05814038793349693,1.1,0.1,600,20715520,207155.2,79.77,0.3352941176470588,75,15.321487409665764,0.41,28,0.5324675324675324,39.358
swc-project/swc,2025-04-30T21:00:00.000Z,41.93655555555556,,0.95,2.5,25.667344056762996,9.6,1,600,432467968,4324679.68,60,0.5195121951219512,75,1.7473564814814815,1,1,,32.809
swc-project/swc,2025-05-31T21:00:00.000Z,41.93655555555556,,0.95,2.5,25.667344056762996,9.6,1,600,432467968,4324679.68,60,0.5195121951219512,75,1.7473564814814815,1,1,,32.809
swc-project/swc,2025-06-30T21:00:00.000Z,41.93655555555556,,0.95,2.5,25.667344056762996,9.6,1,600,432467968,4324679.68,60,0.5195121951219512,75,1.7473564814814815,1,1,,32.809
swc-project/swc,2025-07-31T21:00:00.000Z,41.93655555555556,,0.95,2.5,25.667344056762996,9.6,1,600,432467968,4324679.68,60,0.5195121951219512,75,0.8387300084175084,0.9166666666666666,3,,32.809
swc-project/swc,2025-08-31T21:00:00.000Z,52.89332125603867,1683.4472222222223,0.95,2.5,11.585254889353212,8.1,0.8,600,432467968,4324679.68,60,0.5195121951219512,75,1.3876491526904264,0.9636363636363636,11,0.7333333333333333,32.809
swc-project/swc,2025-09-30T21:00:00.000Z,105.95054761904765,702.5385030864197,0.95,2.5,1.1299071916525294,4.7,1,600,432467968,4324679.68,60,0.5195121951219512,75,2.6325951026327528,0.8829787234042553,15,0.6944444444444444,32.809
prisma/prisma,2025-04-30T21:00:00.000Z,,1771.403888888889,0.95,2.5,,,,600,160563200,1605632,60,0.2590909090909091,85,,,,0.1875,44.012
prisma/prisma,2025-05-31T21:00:00.000Z,,1771.403888888889,0.95,2.5,,,,600,160563200,1605632,60,0.2590909090909091,85,,,,0.1875,44.012
prisma/prisma,2025-06-30T21:00:00.000Z,,1771.403888888889,0.95,2.5,,,,600,160563200,1605632,60,0.2590909090909091,85,,,,0.1875,44.012
prisma/prisma,2025-07-31T21:00:00.000Z,,1865.8388194444447,0.95,2.5,,,,600,160563200,1605632,60,0.2590909090909091,85,,,,0.21052631578947367,44.012
prisma/prisma,2025-08-31T21:00:00.000Z,,1865.8388194444447,0.95,2.5,,,,600,160563200,1605632,60,0.2590909090909091,85,,,,0.21052631578947367,44.012
prisma/prisma,2025-09-30T21:00:00.000Z,29.929444444444446,1865.8388194444447,0.95,2.5,0.36753104523601804,3,1,600,160563200,1605632,60,0.2590909090909091,85,1.2470601851851852,0.011111111111111112,1,0.19047619047619047,44.012
web-infra-dev/rspack,2025-04-30T21:00:00.000Z,,389.2083333333333,0.95,2.5,,,,600,73829376,738293.76,60,0.32903225806451614,75,,,,0.16666666666666666,12.077
web-infra-dev/rspack,2025-05-31T21:00:00.000Z,,389.2083333333333,0.95,2.5,,,,600,73829376,738293.76,60,0.32903225806451614,75,,,,0.14285714285714285,12.077
web-infra-dev/rspack,2025-06-30T21:00:00.000Z,,389.2083333333333,0.95,2.5,,,,600,73829376,738293.76,60,0.32903225806451614,75,,,,0.14285714285714285,12.077
web-infra-dev/rspack,2025-07-31T21:00:00.000Z,,389.2083333333333,0.95,2.5,,,,600,73829376,738293.76,60,0.32903225806451614,75,,,,0.1111111111111111,12.077
web-infra-dev/rspack,2025-08-31T21:00:00.000Z,0.45,389.2083333333333,0.95,2.5,126.66666666666666,5,,600,73829376,738293.76,60,0.32903225806451614,75,0.01875,0.16666666666666666,1,0.09090909090909091,12.077
web-infra-dev/rspack,2025-09-30T21:00:00.000Z,21.417129629629628,204.44333333333333,0.95,2.5,12.025680378720738,4.111111111111111,0.6666666666666666,600,73829376,738293.76,60,0.32903225806451614,75,4.49074537037037,0.7627118644067796,12,0.23529411764705882,12.077
vercel/turbo,2025-04-30T21:00:00.000Z,,2111.9037222222223,0.95,2.5,,,,600,796194816,7961948.16,60,0.375,75,,,,0.5,28.841
vercel/turbo,2025-05-31T21:00:00.000Z,,2111.9037222222223,0.95,2.5,,,,600,796194816,7961948.16,60,0.375,75,,,,0.5,28.841
vercel/turbo,2025-06-30T21:00:00.000Z,,2111.9037222222223,0.95,2.5,,,,600,796194816,7961948.16,60,0.375,75,,,,0.46153846153846156,28.841
vercel/turbo,2025-07-31T21:00:00.000Z,,2111.9037222222223,0.95,2.5,,,,600,796194816,7961948.16,60,0.375,75,,,,0.42857142857142855,28.841
